Name,URL,Location,Score,Reviews,Main Categories,Average Response Time,On time Delivery Rate,Total Orders so far,Total Order Amount,Services,Quality Control,Certificates,Floor Space,Annual Export Revenue (USD),Production Lines,Total Annual Output (Units),Production Machines,Quality Control on All Lines,QA/QC Inspectors,Main Markets,Main Client Types,Customization Options,New Products Launched Last Year,R&D Engineers
"Guangdong Alpha Lighting Co., Ltd.",,"Guangdong, China ",5.0,4 reviews,≤4h,100.0%,76 orders,"US $1,300,000+",-1,,,8000,3288702,6,-1,24,Yes,6,"Northern Europe(17%), Western Europe(15%), Eastern Europe(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",600,10
"Zhongshan Yaotingxuan Lighting Technology Co., Ltd.",,"Guangdong, China ",3.9,4 reviews,≤2h,93.8%,79 orders,"US $170,000+",-1,,,2180,7040000,2,19700,6,Yes,2,"North America(30%), Western Europe(18%), Domestic Market(12%)",,-1,"light customization, sample processing, graphic processing, customized on demand",100,3
"Shanghai Millenium Industrial Co., Ltd.",,"Shanghai, China ",-1,-1,≤19h,0.0%,- orders,-1,-1,,,10209,-1,-1,-1,-1,Yes,3,"North America(40%), Eastern Europe(20%), Western Europe(20%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand, light customization",-1,2
"Shenzhen Power Solution Ind Co., Ltd.",,"Guangdong, China ",5.0,1 reviews,≤9h,88.2%,- orders,-1,-1,,,2600,8248208,2,-1,20,Yes,5,"Africa(60%), Domestic Market(20%), Southeast Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",3,7
"Qingdao Super Far Imp & Exp Co., Ltd.",,"Shandong, China ",4.9,43 reviews,≤2h,98.7%,390 orders,"US $110,000+",-1,,,1098,1176723,2,-1,4,Yes,3,"North America(50%), Eastern Europe(10%), Domestic Market(10%)",,"Retailer, Wholesaler, Brand business, For private use","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",400,7
"Xuchang Jinbang Hair Products Co., Ltd.",,"Henan, China ",4.7,387 reviews,≤2h,100.0%,- orders,-1,-1,,,1800,-1,1,180000,7,Yes,2,"North America(50%), Western Europe(20%), South America(10%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand",221,2
"Luohe Charming Beauty Trading Co., Ltd.",,"Henan, China ",4.8,623 reviews,≤2h,99.0%,- orders,-1,-1,,,1970,-1,1,-1,7,Yes,2,"North America(40%), Eastern Europe(15%), Africa(10%)",,"Retailer, Wholesaler, Brand business, For private use","no, sample processing, graphic processing, customized on demand",215,2
"Xuchang Tioupi Trading Co., Ltd.",,"Henan, China ",4.8,109 reviews,≤2h,100.0%,- orders,-1,-1,,,10540,-1,3,30,30,Yes,5,"North America(50%), Africa(20%), Eastern Europe(5%)",,"Retailer, Wholesaler, For private use","light customization, sample processing, customized on demand, sample processing, light customization, graphic processing, customized on demand",50,3
"Jiangxi Ruilix Medical Technology Group Co., Ltd.",,"Jiangxi, China ",4.6,19 reviews,≤1h,99.0%,- orders,-1,-1,,,1300,-1,1,-1,3,Yes,3,Domestic Market(100%),,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",4,1
"Guangzhou Meixiusi Cosmetics Co., Ltd.",,"Guangdong, China ",4.6,102 reviews,≤4h,97.1%,665 orders,"US $210,000+",-1,,,4200,-1,4,-1,10,Yes,2,"Southeast Asia(45%), North America(30%), Africa(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","customized on demand, graphic processing, sample processing, light customization, sample processing, graphic processing, customized on demand",360,5
"Qingdao Daily Eyelash Co., Ltd.",,"Shandong, China ",4.9,68 reviews,≤2h,100.0%,- orders,-1,-1,,,2098,-1,1,63000000,2,Yes,5,"North America(70%), Western Europe(30%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",500,4
"Qingdao Haiyi Hair Products Co., Ltd.",,"Shandong, China ",4.8,304 reviews,≤3h,100.0%,1548 orders,"US $2,100,000+",-1,,,12400,33078650,7,-1,85,Yes,31,"North America(55%), Domestic Market(6%), South America(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",520,21
"Xuchang Aiyiting Crafts Co., Ltd.",,"Henan, China ",4.7,130 reviews,≤2h,100.0%,627 orders,"US $320,000+",-1,,,2180,-1,1,-1,32,Yes,1,"North America(70%), Eastern Europe(15%), Africa(5%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand",-1,0
"Guangdong YaoYong Biotechnology Co., Ltd.",,"Guangdong, China ",4.7,195 reviews,≤2h,100.0%,797 orders,"US $50,000+",-1,,,60000,-1,10,-1,300,Yes,8,Domestic Market(100%),,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, customized on demand, sample processing, graphic processing",1000,3
"Zhejiang Keer Cosmetics Co., Ltd.",,"Zhejiang, China ",4.6,120 reviews,≤2h,98.6%,- orders,-1,-1,,,12828,1040000,11,-1,63,Yes,2,"Domestic Market(80%), Southeast Asia(5%), Africa(5%)",,-1,"light customization, sample processing, graphic processing, customized on demand",190,0
"Yuzhou Shengtongmao Hair Products Co., Ltd.",,"Henan, China ",4.6,94 reviews,≤3h,100.0%,- orders,-1,-1,,,1200,-1,-1,-1,-1,Yes,2,"North America(50%), Domestic Market(50%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer",-1,-1,0
"Xuchang Jian'an Area Usexy Trading Co., Ltd.",,"Henan, China ",4.8,432 reviews,≤2h,99.0%,1372 orders,"US $510,000+",-1,,,1370,-1,5,-1,37,No,5,"North America(70%), Western Europe(14%), Eastern Europe(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","no, sample processing, graphic processing, customized on demand",-1,1
"Qingdao Fadvan Cosmetics Co., Ltd.",,"Shandong, China ",4.7,464 reviews,≤2h,100.0%,- orders,-1,-1,,,1620,1552276,1,4500000,3,Yes,6,"North America(55%), Western Europe(20%), Eastern Europe(5%)",,"Retailer, Wholesaler, Brand business, For private use","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",30,6
"Xuchang Yimeishun Hair Products Co., Ltd.",,"Henan, China ",4.9,1061 reviews,≤1h,99.7%,- orders,-1,-1,,,1600,-1,-1,-1,-1,Yes,2,"North America(50%), Eastern Europe(10%), Western Europe(10%)",,"Retailer, Wholesaler, Brand business, For private use","customized on demand, graphic processing, sample processing",-1,2
"Changsha Yuanmei Beauty Products Co., Ltd.",,"Hunan, China ",4.9,34 reviews,≤2h,97.8%,109 orders,"US $100,000+",-1,,,8211,-1,1,4400000,30,Yes,2,"Mid East(86%), Domestic Market(4%), North America(3%)",,"Retailer, Wholesaler, Brand business","light customization, sample processing, graphic processing, customized on demand",10,1
"Qingdao Weimeihui Hair Products Co., Ltd.",,"Shandong, China ",4.8,140 reviews,≤3h,100.0%,- orders,-1,-1,,,929,-1,3,49000,32,Yes,6,"North America(60%), Northern Europe(20%), South America(10%)",,"Retailer, Wholesaler, Brand business",-1,-1,-1
"Guangzhou Oubo Cosmetics Co., Ltd.",,"Guangdong, China ",4.5,222 reviews,≤8h,100.0%,691 orders,"US $150,000+",-1,,,17140,-1,14,-1,119,Yes,15,"Domestic Market(30%), Eastern Europe(25%), Southeast Asia(12%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","light customization, customized on demand, sample processing, graphic processing",520,5
"Henan Moon Hair Products Co., Ltd.",,"Henan, China ",4.6,263 reviews,≤2h,99.1%,1258 orders,"US $380,000+",-1,,,789,3321346,-1,-1,-1,Yes,5,"North America(85%), Africa(9%), Western Europe(6%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",35,4
"Henan Banghong Industry And Trade Co., Ltd.",,"Henan, China ",4.5,51 reviews,≤2h,98.3%,- orders,-1,-1,,,21731,25506043,-1,-1,-1,Yes,3,"North America(81%), Western Europe(11%), Africa(8%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",13,3
"Xuchang Zhuoruisi Industry And Trade Co., Ltd.",,"Henan, China ",4.8,41 reviews,≤2h,100.0%,192 orders,"US $80,000+",-1,,,21000,-1,-1,-1,-1,Yes,12,"North America(50%), Africa(20%), Western Europe(15%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand",-1,9
"Xuchang Alice Hair Products Co., Ltd.",,"Henan, China ",4.8,204 reviews,≤2h,100.0%,460 orders,"US $520,000+",-1,,,3000,-1,2,900000,71,Yes,2,"North America(47%), Africa(12%), Eastern Asia(10%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand",90,2
"Xuchang Alice Hair Products Co., Ltd.",,"Henan, China ",4.9,516 reviews,≤2h,99.8%,961 orders,"US $890,000+",-1,,,3000,-1,2,900000,71,Yes,2,"North America(47%), Africa(12%), Eastern Asia(10%)",,"Retailer, Wholesaler, Brand business, For private use","light customization, graphic processing, sample processing, customized on demand",90,2
"Shanghai Hexuanshu Industrial Co., Ltd.",,"Shanghai, China ",4.4,87 reviews,≤7h,99.4%,312 orders,"US $40,000+",-1,,,13950,-1,9,-1,200,Yes,26,"North America(30%), Eastern Europe(20%), Mid East(10%)",,"Retailer, Wholesaler, Brand business, Manufacturer","light customization, customized on demand, sample processing, graphic processing, light customization, customized on demand, sample processing, graphic processing",7700,25
"Guangzhou Yimeitang Biotechnology Co., Ltd.",,"Guangdong, China ",4.4,31 reviews,≤6h,100.0%,144 orders,"US $130,000+",-1,,,7050,-1,5,1200,20,Yes,5,"North America(40%), Southeast Asia(15%), Oceania(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",20,7
"Yuzhou Mushang Hair Products Co., Ltd.",,"Henan, China ",4.9,303 reviews,≤2h,100.0%,- orders,-1,-1,,,1425,-1,24,-1,24,Yes,6,"North America(58%), Africa(22%), South America(7%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer",-1,-1,-1
"Guangzhou Jiaxuan Trading Co., Ltd.",,"Guangdong, China ",4.5,10 reviews,≤2h,100.0%,167 orders,"US $50,000+",-1,,,4370,-1,1,-1,125,Yes,5,"North America(70%), Western Europe(20%), Africa(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use","light customization, customized on demand, sample processing, graphic processing, no",-1,2
"Xuchang Capelli Hair Products Co., Ltd.",,"Henan, China ",4.6,172 reviews,≤2h,100.0%,842 orders,"US $570,000+",-1,,,13700,12273000,1,-1,37,Yes,5,"North America(50%), Africa(22%), Western Europe(15%)",,"Retailer, Wholesaler, For private use","customized on demand, sample processing, graphic processing, light customization",40,5
"Guangzhou Yimei Hair Products Co., Ltd.",,"Guangdong, China ",4.8,495 reviews,≤3h,100.0%,1013 orders,"US $300,000+",-1,,,10403,-1,2,-1,109,Yes,10,"North America(85%), Western Europe(7%), Northern Europe(2%)",,"Retailer, Wholesaler, For private use, Manufacturer","graphic processing, sample processing, graphic processing, customized on demand",83,3
"Xuchang Royce Hair Products Co., Ltd.",,"Henan, China ",4.8,234 reviews,≤3h,96.8%,769 orders,"US $250,000+",-1,,,15173,-1,1,-1,58,Yes,10,"North America(55%), Africa(20%), South America(10%)",,"Retailer, Wholesaler, For private use","no, light customization, sample processing, graphic processing, customized on demand",158,2
"Yiwu Qianmei Hair Products Co., Ltd.",,"Zhejiang, China ",4.7,36 reviews,≤5h,98.0%,- orders,-1,-1,,,1150,-1,7,-1,28,Yes,1,"Africa(30%), North America(20%), South America(20%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, customized on demand",60,2
"Xuchang Dianpin Hair Products Co., Ltd.",,"Henan, China ",4.5,49 reviews,≤2h,99.1%,- orders,-1,-1,,,1889,-1,-1,-1,-1,Yes,2,"North America(35%), Africa(20%), Western Europe(20%)",,"Retailer, Wholesaler, Brand business, For private use","graphic processing, customized on demand, sample processing",30,1
"Qingdao Hilash Beauty Technology Co., Ltd.",,"Shandong, China ",4.8,19 reviews,≤2h,100.0%,- orders,-1,-1,,,1550,-1,2,-1,10,Yes,10,"North America(50%), Central America(7%), Mid East(6%)",,"Retailer, Brand business, For private use","sample processing, graphic processing, customized on demand",500,8
"Henan Ruimei Hair Products Co., Ltd.",,"Henan, China ",4.6,167 reviews,≤10h,100.0%,910 orders,"US $250,000+",-1,,,117300,-1,-1,-1,-1,Yes,20,"North America(40%), Western Europe(25%), Africa(20%)",,"Retailer, Wholesaler, Brand business","sample processing, graphic processing, customized on demand",100,30
"Xuchang Jian'an Area Taimeite Hair Co., Ltd.",,"Henan, China ",4.8,171 reviews,≤2h,99.4%,- orders,-1,-1,,,1552,1423635,5,-1,38,Yes,14,"North America(70%), Africa(6%), South Asia(4%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",-1,2
"Changge Ruili Hair Jewelry Co., Ltd.",,"Henan, China ",4.8,296 reviews,≤3h,100.0%,- orders,-1,-1,,,10150,-1,13,-1,200,Yes,4,"Domestic Market(55%), North America(30%), Africa(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer",customized on demand,40,6
"Guangzhou Biting Cosmetics Co., Ltd.",,"Guangdong, China ",4.7,38 reviews,≤2h,99.0%,190 orders,"US $50,000+",-1,,,5370,-1,4,35000000,48,Yes,10,"North America(50%), Southeast Asia(15%), Eastern Europe(10%)",,-1,"customized on demand, light customization, sample processing, graphic processing, customized on demand",126,8
"Guangzhou Gediya Network Technology Co., Ltd.",,"Guangdong, China ",4.8,301 reviews,≤2h,100.0%,- orders,-1,-1,,,5207,-1,6,-1,22,Yes,5,"North America(70%), Africa(15%), Eastern Europe(10%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",-1,2
"Shantou Testonl Cosmetics Co., Ltd.",,"Guangdong, China ",4.9,4 reviews,≤3h,100.0%,76 orders,"US $20,000+",-1,,,13030,-1,-1,-1,-1,Yes,2,"Domestic Market(50%), Mid East(30%), Southeast Asia(13%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand",100,7
"Ningbo Bomei Packing Co., Ltd.",,"Zhejiang, China ",4.8,86 reviews,≤2h,99.4%,- orders,-1,-1,,,12348,-1,7,-1,-1,Yes,3,"Domestic Market(50%), South America(9%), North America(8%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",35,2
"Shantou Mingfang Cosmetics Co., Ltd.",,"Guangdong, China ",4.7,100 reviews,≤6h,95.5%,222 orders,"US $30,000+",-1,,,3600,-1,5,-1,42,Yes,2,"Domestic Market(73%), North America(8%), Southeast Asia(3%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",40,2
"Xuchang Answer Hair Jewellery Co., Ltd.",,"Henan, China ",4.5,116 reviews,≤6h,100.0%,535 orders,"US $130,000+",-1,,,3500,-1,1,-1,12,Yes,2,"North America(50%), Eastern Europe(15%), Domestic Market(10%)",,"Retailer, Wholesaler, Brand business, For private use",no,-1,0
"Guangdong Miaolian Cosmetics Co., Ltd.",,"Gaungdong, China ",4.5,14 reviews,≤8h,100.0%,- orders,-1,-1,,,43522,780000,7,20000000,37,Yes,7,"North America(25%), Southeast Asia(25%), South America(9%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",200,6
"Guangzhou Mei Continued Pharmaceutical Biotechnology Co., Ltd.",,"Guangdong, China ",4.7,61 reviews,≤2h,99.1%,- orders,-1,-1,,,10700,-1,3,10800000,32,Yes,6,"Domestic Market(60%), North America(15%), South America(5%)",,-1,"light customization, sample processing, graphic processing, customized on demand",380,7
"Xuchang Jian'an Area Taimeite Hair Co., Ltd.",,"Henan, China ",4.8,568 reviews,≤2h,99.9%,2276 orders,"US $790,000+",-1,,,1552,1423635,5,-1,38,Yes,14,"North America(70%), Africa(6%), South Asia(4%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",-1,2
